date_key,full_date,day_of_week,day_num_in_week,day_num_in_month,week_of_year,month_num,month_name,quarter,year,fiscal_year,is_weekend
20230205,2023-02-05,Sunday,7,5,5,2,February,Q1,2023,FY2022,True
20230206,2023-02-06,Monday,1,6,6,2,February,Q1,2023,FY2022,False
20230207,2023-02-07,Tuesday,2,7,6,2,February,Q1,2023,FY2022,False
20230208,2023-02-08,Wednesday,3,8,6,2,February,Q1,2023,FY2022,False
20230209,2023-02-09,Thursday,4,9,6,2,February,Q1,2023,FY2022,False
20230210,2023-02-10,Friday,5,10,6,2,February,Q1,2023,FY2022,False
20230211,2023-02-11,Saturday,6,11,6,2,February,Q1,2023,FY2022,True
20230212,2023-02-12,Sunday,7,12,6,2,February,Q1,2023,FY2022,True
20230213,2023-02-13,Monday,1,13,7,2,February,Q1,2023,FY2022,False
20230214,2023-02-14,Tuesday,2,14,7,2,February,Q1,2023,FY2022,False
20230215,2023-02-15,Wednesday,3,15,7,2,February,Q1,2023,FY2022,False
20230216,2023-02-16,Thursday,4,16,7,2,February,Q1,2023,FY2022,False
20230217,2023-02-17,Friday,5,17,7,2,February,Q1,2023,FY2022,False
20230218,2023-02-18,Saturday,6,18,7,2,February,Q1,2023,FY2022,True
20230219,2023-02-19,Sunday,7,19,7,2,February,Q1,2023,FY2022,True
20230220,2023-02-20,Monday,1,20,8,2,February,Q1,2023,FY2022,False
20230221,2023-02-21,Tuesday,2,21,8,2,February,Q1,2023,FY2022,False
20230222,2023-02-22,Wednesday,3,22,8,2,February,Q1,2023,FY2022,False
20230223,2023-02-23,Thursday,4,23,8,2,February,Q1,2023,FY2022,False
20230224,2023-02-24,Friday,5,24,8,2,February,Q1,2023,FY2022,False
20230225,2023-02-25,Saturday,6,25,8,2,February,Q1,2023,FY2022,True
20230226,2023-02-26,Sunday,7,26,8,2,February,Q1,2023,FY2022,True
20230227,2023-02-27,Monday,1,27,9,2,February,Q1,2023,FY2022,False
20230228,2023-02-28,Tuesday,2,28,9,2,February,Q1,2023,FY2022,False
20230301,2023-03-01,Wednesday,3,1,9,3,March,Q1,2023,FY2022,False
20230302,2023-03-02,Thursday,4,2,9,3,March,Q1,2023,FY2022,False
20230303,2023-03-03,Friday,5,3,9,3,March,Q1,2023,FY2022,False
20230304,2023-03-04,Saturday,6,4,9,3,March,Q1,2023,FY2022,True
20230305,2023-03-05,Sunday,7,5,9,3,March,Q1,2023,FY2022,True
20230306,2023-03-06,Monday,1,6,10,3,March,Q1,2023,FY2022,False
20230307,2023-03-07,Tuesday,2,7,10,3,March,Q1,2023,FY2022,False
20230308,2023-03-08,Wednesday,3,8,10,3,March,Q1,2023,FY2022,False
20230309,2023-03-09,Thursday,4,9,10,3,March,Q1,2023,FY2022,False
20230310,2023-03-10,Friday,5,10,10,3,March,Q1,2023,FY2022,False
20230311,2023-03-11,Saturday,6,11,10,3,March,Q1,2023,FY2022,True
20230312,2023-03-12,Sunday,7,12,10,3,March,Q1,2023,FY2022,True
20230313,2023-03-13,Monday,1,13,11,3,March,Q1,2023,FY2022,False
20230314,2023-03-14,Tuesday,2,14,11,3,March,Q1,2023,FY2022,False
20230315,2023-03-15,Wednesday,3,15,11,3,March,Q1,2023,FY2022,False
20230316,2023-03-16,Thursday,4,16,11,3,March,Q1,2023,FY2022,False
20230317,2023-03-17,Friday,5,17,11,3,March,Q1,2023,FY2022,False
20230318,2023-03-18,Saturday,6,18,11,3,March,Q1,2023,FY2022,True
20230319,2023-03-19,Sunday,7,19,11,3,March,Q1,2023,FY2022,True
20230320,2023-03-20,Monday,1,20,12,3,March,Q1,2023,FY2022,False
20230321,2023-03-21,Tuesday,2,21,12,3,March,Q1,2023,FY2022,False
20230322,2023-03-22,Wednesday,3,22,12,3,March,Q1,2023,FY2022,False
20230323,2023-03-23,Thursday,4,23,12,3,March,Q1,2023,FY2022,False
20230324,2023-03-24,Friday,5,24,12,3,March,Q1,2023,FY2022,False
20230325,2023-03-25,Saturday,6,25,12,3,March,Q1,2023,FY2022,True
20230326,2023-03-26,Sunday,7,26,12,3,March,Q1,2023,FY2022,True
20230327,2023-03-27,Monday,1,27,13,3,March,Q1,2023,FY2022,False
20230328,2023-03-28,Tuesday,2,28,13,3,March,Q1,2023,FY2022,False
20230329,2023-03-29,Wednesday,3,29,13,3,March,Q1,2023,FY2022,False
20230330,2023-03-30,Thursday,4,30,13,3,March,Q1,2023,FY2022,False
20230331,2023-03-31,Friday,5,31,13,3,March,Q1,2023,FY2022,False
20230401,2023-04-01,Saturday,6,1,13,4,April,Q2,2023,FY2023,True
20230402,2023-04-02,Sunday,7,2,13,4,April,Q2,2023,FY2023,True
20230403,2023-04-03,Monday,1,3,14,4,April,Q2,2023,FY2023,False
20230404,2023-04-04,Tuesday,2,4,14,4,April,Q2,2023,FY2023,False
20230405,2023-04-05,Wednesday,3,5,14,4,April,Q2,2023,FY2023,False
20230406,2023-04-06,Thursday,4,6,14,4,April,Q2,2023,FY2023,False
20230407,2023-04-07,Friday,5,7,14,4,April,Q2,2023,FY2023,False
20230408,2023-04-08,Saturday,6,8,14,4,April,Q2,2023,FY2023,True
20230409,2023-04-09,Sunday,7,9,14,4,April,Q2,2023,FY2023,True
20230410,2023-04-10,Monday,1,10,15,4,April,Q2,2023,FY2023,False
20230411,2023-04-11,Tuesday,2,11,15,4,April,Q2,2023,FY2023,False
20230412,2023-04-12,Wednesday,3,12,15,4,April,Q2,2023,FY2023,False
20230413,2023-04-13,Thursday,4,13,15,4,April,Q2,2023,FY2023,False
20230414,2023-04-14,Friday,5,14,15,4,April,Q2,2023,FY2023,False
20230415,2023-04-15,Saturday,6,15,15,4,April,Q2,2023,FY2023,True
20230416,2023-04-16,Sunday,7,16,15,4,April,Q2,2023,FY2023,True
20230417,2023-04-17,Monday,1,17,16,4,April,Q2,2023,FY2023,False
20230418,2023-04-18,Tuesday,2,18,16,4,April,Q2,2023,FY2023,False
20230419,2023-04-19,Wednesday,3,19,16,4,April,Q2,2023,FY2023,False
20230420,2023-04-20,Thursday,4,20,16,4,April,Q2,2023,FY2023,False
20230421,2023-04-21,Friday,5,21,16,4,April,Q2,2023,FY2023,False
20230422,2023-04-22,Saturday,6,22,16,4,April,Q2,2023,FY2023,True
20230423,2023-04-23,Sunday,7,23,16,4,April,Q2,2023,FY2023,True
20230424,2023-04-24,Monday,1,24,17,4,April,Q2,2023,FY2023,False
20230425,2023-04-25,Tuesday,2,25,17,4,April,Q2,2023,FY2023,False
20230426,2023-04-26,Wednesday,3,26,17,4,April,Q2,2023,FY2023,False
20230427,2023-04-27,Thursday,4,27,17,4,April,Q2,2023,FY2023,False
20230428,2023-04-28,Friday,5,28,17,4,April,Q2,2023,FY2023,False
20230429,2023-04-29,Saturday,6,29,17,4,April,Q2,2023,FY2023,True
20230430,2023-04-30,Sunday,7,30,17,4,April,Q2,2023,FY2023,True
20230501,2023-05-01,Monday,1,1,18,5,May,Q2,2023,FY2023,False
20230502,2023-05-02,Tuesday,2,2,18,5,May,Q2,2023,FY2023,False
20230503,2023-05-03,Wednesday,3,3,18,5,May,Q2,2023,FY2023,False
20230504,2023-05-04,Thursday,4,4,18,5,May,Q2,2023,FY2023,False
20230505,2023-05-05,Friday,5,5,18,5,May,Q2,2023,FY2023,False
20230506,2023-05-06,Saturday,6,6,18,5,May,Q2,2023,FY2023,True
20230507,2023-05-07,Sunday,7,7,18,5,May,Q2,2023,FY2023,True
20230508,2023-05-08,Monday,1,8,19,5,May,Q2,2023,FY2023,False
20230509,2023-05-09,Tuesday,2,9,19,5,May,Q2,2023,FY2023,False
20230510,2023-05-10,Wednesday,3,10,19,5,May,Q2,2023,FY2023,False
20230511,2023-05-11,Thursday,4,11,19,5,May,Q2,2023,FY2023,False
20230512,2023-05-12,Friday,5,12,19,5,May,Q2,2023,FY2023,False
20230513,2023-05-13,Saturday,6,13,19,5,May,Q2,2023,FY2023,True
20230514,2023-05-14,Sunday,7,14,19,5,May,Q2,2023,FY2023,True
20230515,2023-05-15,Monday,1,15,20,5,May,Q2,2023,FY2023,False
20230516,2023-05-16,Tuesday,2,16,20,5,May,Q2,2023,FY2023,False
20230517,2023-05-17,Wednesday,3,17,20,5,May,Q2,2023,FY2023,False
20230518,2023-05-18,Thursday,4,18,20,5,May,Q2,2023,FY2023,False
20230519,2023-05-19,Friday,5,19,20,5,May,Q2,2023,FY2023,False
20230520,2023-05-20,Saturday,6,20,20,5,May,Q2,2023,FY2023,True
20230521,2023-05-21,Sunday,7,21,20,5,May,Q2,2023,FY2023,True
20230522,2023-05-22,Monday,1,22,21,5,May,Q2,2023,FY2023,False
20230523,2023-05-23,Tuesday,2,23,21,5,May,Q2,2023,FY2023,False
20230524,2023-05-24,Wednesday,3,24,21,5,May,Q2,2023,FY2023,False
20230525,2023-05-25,Thursday,4,25,21,5,May,Q2,2023,FY2023,False
20230526,2023-05-26,Friday,5,26,21,5,May,Q2,2023,FY2023,False
20230527,2023-05-27,Saturday,6,27,21,5,May,Q2,2023,FY2023,True
20230528,2023-05-28,Sunday,7,28,21,5,May,Q2,2023,FY2023,True
20230529,2023-05-29,Monday,1,29,22,5,May,Q2,2023,FY2023,False
20230530,2023-05-30,Tuesday,2,30,22,5,May,Q2,2023,FY2023,False
20230531,2023-05-31,Wednesday,3,31,22,5,May,Q2,2023,FY2023,False
20230601,2023-06-01,Thursday,4,1,22,6,June,Q2,2023,FY2023,False
20230602,2023-06-02,Friday,5,2,22,6,June,Q2,2023,FY2023,False
20230603,2023-06-03,Saturday,6,3,22,6,June,Q2,2023,FY2023,True
20230604,2023-06-04,Sunday,7,4,22,6,June,Q2,2023,FY2023,True
20230605,2023-06-05,Monday,1,5,23,6,June,Q2,2023,FY2023,False
20230606,2023-06-06,Tuesday,2,6,23,6,June,Q2,2023,FY2023,False
20230607,2023-06-07,Wednesday,3,7,23,6,June,Q2,2023,FY2023,False
20230608,2023-06-08,Thursday,4,8,23,6,June,Q2,2023,FY2023,False
20230609,2023-06-09,Friday,5,9,23,6,June,Q2,2023,FY2023,False
20230610,2023-06-10,Saturday,6,10,23,6,June,Q2,2023,FY2023,True
20230611,2023-06-11,Sunday,7,11,23,6,June,Q2,2023,FY2023,True
20230612,2023-06-12,Monday,1,12,24,6,June,Q2,2023,FY2023,False
20230613,2023-06-13,Tuesday,2,13,24,6,June,Q2,2023,FY2023,False
20230614,2023-06-14,Wednesday,3,14,24,6,June,Q2,2023,FY2023,False
20230615,2023-06-15,Thursday,4,15,24,6,June,Q2,2023,FY2023,False
20230616,2023-06-16,Friday,5,16,24,6,June,Q2,2023,FY2023,False
20230617,2023-06-17,Saturday,6,17,24,6,June,Q2,2023,FY2023,True
20230618,2023-06-18,Sunday,7,18,24,6,June,Q2,2023,FY2023,True
20230619,2023-06-19,Monday,1,19,25,6,June,Q2,2023,FY2023,False
20230620,2023-06-20,Tuesday,2,20,25,6,June,Q2,2023,FY2023,False
20230621,2023-06-21,Wednesday,3,21,25,6,June,Q2,2023,FY2023,False
20230622,2023-06-22,Thursday,4,22,25,6,June,Q2,2023,FY2023,False
20230623,2023-06-23,Friday,5,23,25,6,June,Q2,2023,FY2023,False
20230624,2023-06-24,Saturday,6,24,25,6,June,Q2,2023,FY2023,True
20230625,2023-06-25,Sunday,7,25,25,6,June,Q2,2023,FY2023,True
20230626,2023-06-26,Monday,1,26,26,6,June,Q2,2023,FY2023,False
20230627,2023-06-27,Tuesday,2,27,26,6,June,Q2,2023,FY2023,False
20230628,2023-06-28,Wednesday,3,28,26,6,June,Q2,2023,FY2023,False
20230629,2023-06-29,Thursday,4,29,26,6,June,Q2,2023,FY2023,False
20230630,2023-06-30,Friday,5,30,26,6,June,Q2,2023,FY2023,False
20230701,2023-07-01,Saturday,6,1,26,7,July,Q3,2023,FY2023,True
20230702,2023-07-02,Sunday,7,2,26,7,July,Q3,2023,FY2023,True
20230703,2023-07-03,Monday,1,3,27,7,July,Q3,2023,FY2023,False
20230704,2023-07-04,Tuesday,2,4,27,7,July,Q3,2023,FY2023,False
20230705,2023-07-05,Wednesday,3,5,27,7,July,Q3,2023,FY2023,False
20230706,2023-07-06,Thursday,4,6,27,7,July,Q3,2023,FY2023,False
20230707,2023-07-07,Friday,5,7,27,7,July,Q3,2023,FY2023,False
20230708,2023-07-08,Saturday,6,8,27,7,July,Q3,2023,FY2023,True
20230709,2023-07-09,Sunday,7,9,27,7,July,Q3,2023,FY2023,True
20230710,2023-07-10,Monday,1,10,28,7,July,Q3,2023,FY2023,False
20230711,2023-07-11,Tuesday,2,11,28,7,July,Q3,2023,FY2023,False
20230712,2023-07-12,Wednesday,3,12,28,7,July,Q3,2023,FY2023,False
20230713,2023-07-13,Thursday,4,13,28,7,July,Q3,2023,FY2023,False
20230714,2023-07-14,Friday,5,14,28,7,July,Q3,2023,FY2023,False
20230715,2023-07-15,Saturday,6,15,28,7,July,Q3,2023,FY2023,True
20230716,2023-07-16,Sunday,7,16,28,7,July,Q3,2023,FY2023,True
20230717,2023-07-17,Monday,1,17,29,7,July,Q3,2023,FY2023,False
20230718,2023-07-18,Tuesday,2,18,29,7,July,Q3,2023,FY2023,False
20230719,2023-07-19,Wednesday,3,19,29,7,July,Q3,2023,FY2023,False
20230720,2023-07-20,Thursday,4,20,29,7,July,Q3,2023,FY2023,False
20230721,2023-07-21,Friday,5,21,29,7,July,Q3,2023,FY2023,False
20230722,2023-07-22,Saturday,6,22,29,7,July,Q3,2023,FY2023,True
20230723,2023-07-23,Sunday,7,23,29,7,July,Q3,2023,FY2023,True
20230724,2023-07-24,Monday,1,24,30,7,July,Q3,2023,FY2023,False
20230725,2023-07-25,Tuesday,2,25,30,7,July,Q3,2023,FY2023,False
20230726,2023-07-26,Wednesday,3,26,30,7,July,Q3,2023,FY2023,False
20230727,2023-07-27,Thursday,4,27,30,7,July,Q3,2023,FY2023,False
20230728,2023-07-28,Friday,5,28,30,7,July,Q3,2023,FY2023,False
20230729,2023-07-29,Saturday,6,29,30,7,July,Q3,2023,FY2023,True
20230730,2023-07-30,Sunday,7,30,30,7,July,Q3,2023,FY2023,True
20230731,2023-07-31,Monday,1,31,31,7,July,Q3,2023,FY2023,False
20230801,2023-08-01,Tuesday,2,1,31,8,August,Q3,2023,FY2023,False
20230802,2023-08-02,Wednesday,3,2,31,8,August,Q3,2023,FY2023,False
20230803,2023-08-03,Thursday,4,3,31,8,August,Q3,2023,FY2023,False
20230804,2023-08-04,Friday,5,4,31,8,August,Q3,2023,FY2023,False
20230805,2023-08-05,Saturday,6,5,31,8,August,Q3,2023,FY2023,True
20230806,2023-08-06,Sunday,7,6,31,8,August,Q3,2023,FY2023,True
20230807,2023-08-07,Monday,1,7,32,8,August,Q3,2023,FY2023,False
20230808,2023-08-08,Tuesday,2,8,32,8,August,Q3,2023,FY2023,False
20230809,2023-08-09,Wednesday,3,9,32,8,August,Q3,2023,FY2023,False
20230810,2023-08-10,Thursday,4,10,32,8,August,Q3,2023,FY2023,False
20230811,2023-08-11,Friday,5,11,32,8,August,Q3,2023,FY2023,False
20230812,2023-08-12,Saturday,6,12,32,8,August,Q3,2023,FY2023,True
20230813,2023-08-13,Sunday,7,13,32,8,August,Q3,2023,FY2023,True
20230814,2023-08-14,Monday,1,14,33,8,August,Q3,2023,FY2023,False
20230815,2023-08-15,Tuesday,2,15,33,8,August,Q3,2023,FY2023,False
20230816,2023-08-16,Wednesday,3,16,33,8,August,Q3,2023,FY2023,False
20230817,2023-08-17,Thursday,4,17,33,8,August,Q3,2023,FY2023,False
20230818,2023-08-18,Friday,5,18,33,8,August,Q3,2023,FY2023,False
20230819,2023-08-19,Saturday,6,19,33,8,August,Q3,2023,FY2023,True
20230820,2023-08-20,Sunday,7,20,33,8,August,Q3,2023,FY2023,True
20230821,2023-08-21,Monday,1,21,34,8,August,Q3,2023,FY2023,False
20230822,2023-08-22,Tuesday,2,22,34,8,August,Q3,2023,FY2023,False
20230823,2023-08-23,Wednesday,3,23,34,8,August,Q3,2023,FY2023,False
20230824,2023-08-24,Thursday,4,24,34,8,August,Q3,2023,FY2023,False
20230825,2023-08-25,Friday,5,25,34,8,August,Q3,2023,FY2023,False
20230826,2023-08-26,Saturday,6,26,34,8,August,Q3,2023,FY2023,True
20230827,2023-08-27,Sunday,7,27,34,8,August,Q3,2023,FY2023,True
20230828,2023-08-28,Monday,1,28,35,8,August,Q3,2023,FY2023,False
20230829,2023-08-29,Tuesday,2,29,35,8,August,Q3,2023,FY2023,False
20230830,2023-08-30,Wednesday,3,30,35,8,August,Q3,2023,FY2023,False
20230831,2023-08-31,Thursday,4,31,35,8,August,Q3,2023,FY2023,False
20230901,2023-09-01,Friday,5,1,35,9,September,Q3,2023,FY2023,False
20230902,2023-09-02,Saturday,6,2,35,9,September,Q3,2023,FY2023,True
20230903,2023-09-03,Sunday,7,3,35,9,September,Q3,2023,FY2023,True
20230904,2023-09-04,Monday,1,4,36,9,September,Q3,2023,FY2023,False
20230905,2023-09-05,Tuesday,2,5,36,9,September,Q3,2023,FY2023,False
20230906,2023-09-06,Wednesday,3,6,36,9,September,Q3,2023,FY2023,False
20230907,2023-09-07,Thursday,4,7,36,9,September,Q3,2023,FY2023,False
20230908,2023-09-08,Friday,5,8,36,9,September,Q3,2023,FY2023,False
20230909,2023-09-09,Saturday,6,9,36,9,September,Q3,2023,FY2023,True
20230910,2023-09-10,Sunday,7,10,36,9,September,Q3,2023,FY2023,True
20230911,2023-09-11,Monday,1,11,37,9,September,Q3,2023,FY2023,False
20230912,2023-09-12,Tuesday,2,12,37,9,September,Q3,2023,FY2023,False
20230913,2023-09-13,Wednesday,3,13,37,9,September,Q3,2023,FY2023,False
20230914,2023-09-14,Thursday,4,14,37,9,September,Q3,2023,FY2023,False
20230915,2023-09-15,Friday,5,15,37,9,September,Q3,2023,FY2023,False
20230916,2023-09-16,Saturday,6,16,37,9,September,Q3,2023,FY2023,True
20230917,2023-09-17,Sunday,7,17,37,9,September,Q3,2023,FY2023,True
20230918,2023-09-18,Monday,1,18,38,9,September,Q3,2023,FY2023,False
20230919,2023-09-19,Tuesday,2,19,38,9,September,Q3,2023,FY2023,False
20230920,2023-09-20,Wednesday,3,20,38,9,September,Q3,2023,FY2023,False
20230921,2023-09-21,Thursday,4,21,38,9,September,Q3,2023,FY2023,False
20230922,2023-09-22,Friday,5,22,38,9,September,Q3,2023,FY2023,False
20230923,2023-09-23,Saturday,6,23,38,9,September,Q3,2023,FY2023,True
20230924,2023-09-24,Sunday,7,24,38,9,September,Q3,2023,FY2023,True
20230925,2023-09-25,Monday,1,25,39,9,September,Q3,2023,FY2023,False
20230926,2023-09-26,Tuesday,2,26,39,9,September,Q3,2023,FY2023,False
20230927,2023-09-27,Wednesday,3,27,39,9,September,Q3,2023,FY2023,False
20230928,2023-09-28,Thursday,4,28,39,9,September,Q3,2023,FY2023,False
20230929,2023-09-29,Friday,5,29,39,9,September,Q3,2023,FY2023,False
20230930,2023-09-30,Saturday,6,30,39,9,September,Q3,2023,FY2023,True
20231001,2023-10-01,Sunday,7,1,39,10,October,Q4,2023,FY2023,True
20231002,2023-10-02,Monday,1,2,40,10,October,Q4,2023,FY2023,False
20231003,2023-10-03,Tuesday,2,3,40,10,October,Q4,2023,FY2023,False
20231004,2023-10-04,Wednesday,3,4,40,10,October,Q4,2023,FY2023,False
20231005,2023-10-05,Thursday,4,5,40,10,October,Q4,2023,FY2023,False
20231006,2023-10-06,Friday,5,6,40,10,October,Q4,2023,FY2023,False
20231007,2023-10-07,Saturday,6,7,40,10,October,Q4,2023,FY2023,True
20231008,2023-10-08,Sunday,7,8,40,10,October,Q4,2023,FY2023,True
20231009,2023-10-09,Monday,1,9,41,10,October,Q4,2023,FY2023,False
20231010,2023-10-10,Tuesday,2,10,41,10,October,Q4,2023,FY2023,False
20231011,2023-10-11,Wednesday,3,11,41,10,October,Q4,2023,FY2023,False
20231012,2023-10-12,Thursday,4,12,41,10,October,Q4,2023,FY2023,False
20231013,2023-10-13,Friday,5,13,41,10,October,Q4,2023,FY2023,False
20231014,2023-10-14,Saturday,6,14,41,10,October,Q4,2023,FY2023,True
20231015,2023-10-15,Sunday,7,15,41,10,October,Q4,2023,FY2023,True
20231016,2023-10-16,Monday,1,16,42,10,October,Q4,2023,FY2023,False
20231017,2023-10-17,Tuesday,2,17,42,10,October,Q4,2023,FY2023,False
20231018,2023-10-18,Wednesday,3,18,42,10,October,Q4,2023,FY2023,False
20231019,2023-10-19,Thursday,4,19,42,10,October,Q4,2023,FY2023,False
20231020,2023-10-20,Friday,5,20,42,10,October,Q4,2023,FY2023,False
20231021,2023-10-21,Saturday,6,21,42,10,October,Q4,2023,FY2023,True
20231022,2023-10-22,Sunday,7,22,42,10,October,Q4,2023,FY2023,True
20231023,2023-10-23,Monday,1,23,43,10,October,Q4,2023,FY2023,False
20231024,2023-10-24,Tuesday,2,24,43,10,October,Q4,2023,FY2023,False
20231025,2023-10-25,Wednesday,3,25,43,10,October,Q4,2023,FY2023,False
20231026,2023-10-26,Thursday,4,26,43,10,October,Q4,2023,FY2023,False
20231027,2023-10-27,Friday,5,27,43,10,October,Q4,2023,FY2023,False
20231028,2023-10-28,Saturday,6,28,43,10,October,Q4,2023,FY2023,True
20231029,2023-10-29,Sunday,7,29,43,10,October,Q4,2023,FY2023,True
20231030,2023-10-30,Monday,1,30,44,10,October,Q4,2023,FY2023,False
20231031,2023-10-31,Tuesday,2,31,44,10,October,Q4,2023,FY2023,False
20231101,2023-11-01,Wednesday,3,1,44,11,November,Q4,2023,FY2023,False
20231102,2023-11-02,Thursday,4,2,44,11,November,Q4,2023,FY2023,False
20231103,2023-11-03,Friday,5,3,44,11,November,Q4,2023,FY2023,False
20231104,2023-11-04,Saturday,6,4,44,11,November,Q4,2023,FY2023,True
20231105,2023-11-05,Sunday,7,5,44,11,November,Q4,2023,FY2023,True
20231106,2023-11-06,Monday,1,6,45,11,November,Q4,2023,FY2023,False
20231107,2023-11-07,Tuesday,2,7,45,11,November,Q4,2023,FY2023,False
20231108,2023-11-08,Wednesday,3,8,45,11,November,Q4,2023,FY2023,False
20231109,2023-11-09,Thursday,4,9,45,11,November,Q4,2023,FY2023,False
20231110,2023-11-10,Friday,5,10,45,11,November,Q4,2023,FY2023,False
20231111,2023-11-11,Saturday,6,11,45,11,November,Q4,2023,FY2023,True
20231112,2023-11-12,Sunday,7,12,45,11,November,Q4,2023,FY2023,True
20231113,2023-11-13,Monday,1,13,46,11,November,Q4,2023,FY2023,False
20231114,2023-11-14,Tuesday,2,14,46,11,November,Q4,2023,FY2023,False
20231115,2023-11-15,Wednesday,3,15,46,11,November,Q4,2023,FY2023,False
20231116,2023-11-16,Thursday,4,16,46,11,November,Q4,2023,FY2023,False
20231117,2023-11-17,Friday,5,17,46,11,November,Q4,2023,FY2023,False
20231118,2023-11-18,Saturday,6,18,46,11,November,Q4,2023,FY2023,True
20231119,2023-11-19,Sunday,7,19,46,11,November,Q4,2023,FY2023,True
20231120,2023-11-20,Monday,1,20,47,11,November,Q4,2023,FY2023,False
20231121,2023-11-21,Tuesday,2,21,47,11,November,Q4,2023,FY2023,False
20231122,2023-11-22,Wednesday,3,22,47,11,November,Q4,2023,FY2023,False
20231123,2023-11-23,Thursday,4,23,47,11,November,Q4,2023,FY2023,False
20231124,2023-11-24,Friday,5,24,47,11,November,Q4,2023,FY2023,False
20231125,2023-11-25,Saturday,6,25,47,11,November,Q4,2023,FY2023,True
20231126,2023-11-26,Sunday,7,26,47,11,November,Q4,2023,FY2023,True
20231127,2023-11-27,Monday,1,27,48,11,November,Q4,2023,FY2023,False
20231128,2023-11-28,Tuesday,2,28,48,11,November,Q4,2023,FY2023,False
20231129,2023-11-29,Wednesday,3,29,48,11,November,Q4,2023,FY2023,False
20231130,2023-11-30,Thursday,4,30,48,11,November,Q4,2023,FY2023,False
20231201,2023-12-01,Friday,5,1,48,12,December,Q4,2023,FY2023,False
20231202,2023-12-02,Saturday,6,2,48,12,December,Q4,2023,FY2023,True
20231203,2023-12-03,Sunday,7,3,48,12,December,Q4,2023,FY2023,True
20231204,2023-12-04,Monday,1,4,49,12,December,Q4,2023,FY2023,False
20231205,2023-12-05,Tuesday,2,5,49,12,December,Q4,2023,FY2023,False
20231206,2023-12-06,Wednesday,3,6,49,12,December,Q4,2023,FY2023,False
20231207,2023-12-07,Thursday,4,7,49,12,December,Q4,2023,FY2023,False
20231208,2023-12-08,Friday,5,8,49,12,December,Q4,2023,FY2023,False
20231209,2023-12-09,Saturday,6,9,49,12,December,Q4,2023,FY2023,True
20231210,2023-12-10,Sunday,7,10,49,12,December,Q4,2023,FY2023,True
20231211,2023-12-11,Monday,1,11,50,12,December,Q4,2023,FY2023,False
20231212,2023-12-12,Tuesday,2,12,50,12,December,Q4,2023,FY2023,False
