order_id,date_key,customer_key,product_key,sales_rep_key,region_key,quantity,unit_price,gross_amount,discount_amount,net_amount,cost_amount
100106,20250806,30,9,14,9,14,2112.21,29570.94,1478.55,28092.39,10585.73
100107,20240512,131,4,11,10,3,4210.9,12632.7,1894.9,10737.8,5577.5
100108,20230709,275,12,7,6,2,1192.37,2384.74,0.0,2384.74,1155.97
100109,20230322,38,4,25,5,19,4210.9,80007.1,8000.71,72006.39,33250.4
100110,20250908,107,6,10,6,1,8457.66,8457.66,0.0,8457.66,3281.61
100111,20230829,246,4,23,9,20,4210.9,84218.0,8421.8,75796.2,32541.31
100112,20240505,283,6,25,3,10,8457.66,84576.6,0.0,84576.6,38628.67
100113,20250105,158,5,12,3,17,12606.96,214318.32,32147.75,182170.57,80738.14
100114,20250819,164,4,12,9,11,4210.9,46319.9,2316.0,44003.9,20352.02
100115,20240329,75,1,9,1,18,7004.72,126084.96,18912.74,107172.22,49923.88
100116,20250505,152,3,7,9,11,1648.77,18136.47,0.0,18136.47,8414.56
100117,20240518,256,9,21,2,11,2112.21,23234.31,0.0,23234.31,11949.83
100118,20251001,236,3,24,6,12,1648.77,19785.24,0.0,19785.24,9775.15
100119,20250927,95,9,21,6,2,2112.21,4224.42,211.22,4013.2,2078.09
100120,20230602,25,1,14,7,5,7004.72,35023.6,3502.36,31521.24,12491.45
100121,20231106,5,4,17,10,15,4210.9,63163.5,0.0,63163.5,29912.15
100122,20250916,250,1,1,8,18,7004.72,126084.96,6304.25,119780.71,42207.15
100123,20251220,141,9,10,4,1,2112.21,2112.21,105.61,2006.6,982.37
100124,20250531,92,2,4,8,17,576.14,9794.38,0.0,9794.38,3804.0
100125,20251214,130,6,9,10,13,8457.66,109949.58,0.0,109949.58,59577.23
100126,20250729,290,4,23,8,8,4210.9,33687.2,0.0,33687.2,17369.54
100127,20230615,17,2,13,8,13,576.14,7489.82,0.0,7489.82,3334.48
100128,20230120,88,2,16,6,14,576.14,8065.96,403.3,7662.66,3189.61
100129,20230715,271,1,8,3,7,7004.72,49033.04,7354.96,41678.08,20357.97
100130,20250831,139,1,3,2,9,7004.72,63042.48,9456.37,53586.11,24794.4
100131,20230309,92,6,1,8,7,8457.66,59203.62,2960.18,56243.44,28147.08
100132,20250326,40,5,6,2,19,12606.96,239532.24,0.0,239532.24,123821.43
100133,20250307,277,6,13,5,5,8457.66,42288.3,4228.83,38059.47,18567.77
100134,20230610,257,12,12,7,2,1192.37,2384.74,0.0,2384.74,945.38
100135,20230605,175,10,25,9,20,4677.47,93549.4,18709.88,74839.52,32131.65
100136,20241030,16,11,9,4,15,4866.69,73000.35,3650.02,69350.33,29207.74
100137,20250207,222,3,22,8,19,1648.77,31326.63,3132.66,28193.97,10351.1
100138,20240827,127,12,3,8,3,1192.37,3577.11,0.0,3577.11,1523.85
100139,20231112,200,6,12,5,4,8457.66,33830.64,0.0,33830.64,18220.91
100140,20250629,185,5,4,5,5,12606.96,63034.8,0.0,63034.8,27495.52
100141,20251115,209,2,1,9,3,576.14,1728.42,0.0,1728.42,637.12
100142,20241026,198,1,10,7,14,7004.72,98066.08,0.0,98066.08,35984.36
100143,20240512,293,9,6,2,13,2112.21,27458.73,0.0,27458.73,11087.39
100144,20240703,253,3,3,6,6,1648.77,9892.62,494.63,9397.99,4080.8
100145,20250918,40,6,9,2,8,8457.66,67661.28,6766.13,60895.15,27351.7
100146,20240205,235,2,5,8,10,576.14,5761.4,0.0,5761.4,2472.44
100147,20250217,169,8,11,8,14,8152.69,114137.66,11413.77,102723.89,53611.77
100148,20231006,154,6,20,9,7,8457.66,59203.62,2960.18,56243.44,21683.39
100149,20250326,164,5,24,9,16,12606.96,201711.36,40342.27,161369.09,81716.48
100150,20241029,193,5,13,3,12,12606.96,151283.52,0.0,151283.52,70009.49
100151,20240104,282,1,24,4,15,7004.72,105070.8,15760.62,89310.18,35003.31
100152,20240819,36,7,22,10,16,11044.9,176718.4,0.0,176718.4,72554.66
100153,20240601,79,12,14,8,13,1192.37,15500.81,0.0,15500.81,8496.62
100154,20250908,299,7,18,6,17,11044.9,187763.3,28164.49,159598.81,83618.09
100155,20250506,279,1,12,7,18,7004.72,126084.96,6304.25,119780.71,63828.77
100156,20230812,128,11,22,8,12,4866.69,58400.28,0.0,58400.28,27596.21
100157,20250329,170,7,4,3,1,11044.9,11044.9,0.0,11044.9,4356.11
100158,20251128,286,10,23,10,19,4677.47,88871.93,0.0,88871.93,37754.92
100159,20250806,257,3,12,7,1,1648.77,1648.77,82.44,1566.33,640.76
100160,20230625,60,12,5,2,12,1192.37,14308.44,0.0,14308.44,6310.97
100161,20240228,267,8,12,1,16,8152.69,130443.04,0.0,130443.04,64490.88
100162,20250715,164,2,10,9,2,576.14,1152.28,115.23,1037.05,386.84
100163,20241203,56,11,6,2,8,4866.69,38933.52,1946.68,36986.84,17028.08
100164,20241108,287,7,15,4,8,11044.9,88359.2,8835.92,79523.28,37849.27
100165,20240117,222,7,1,8,20,11044.9,220898.0,33134.7,187763.3,82599.89
100166,20250529,200,1,23,5,7,7004.72,49033.04,0.0,49033.04,24539.33
100167,20230509,296,2,18,8,6,576.14,3456.84,0.0,3456.84,1346.14
100168,20230822,135,11,16,2,17,4866.69,82733.73,16546.75,66186.98,27314.1
100169,20250306,201,10,4,8,12,4677.47,56129.64,0.0,56129.64,24785.28
100170,20231220,153,10,19,2,3,4677.47,14032.41,1403.24,12629.17,5211.26
100171,20240503,157,2,6,8,12,576.14,6913.68,691.37,6222.31,2813.51
100172,20250506,71,10,13,4,14,4677.47,65484.58,0.0,65484.58,31242.71
100173,20231221,285,3,16,3,10,1648.77,16487.7,0.0,16487.7,6808.04
100174,20250712,28,6,1,4,16,8457.66,135322.56,0.0,135322.56,69426.32
100175,20251101,254,7,22,7,16,11044.9,176718.4,8835.92,167882.48,86959.49
100176,20250927,86,2,19,7,1,576.14,576.14,57.61,518.53,204.36
100177,20230308,141,4,18,4,10,4210.9,42109.0,0.0,42109.0,18589.62
100178,20251011,282,9,4,4,19,2112.21,40131.99,0.0,40131.99,20267.56
100179,20250121,278,1,25,2,15,7004.72,105070.8,5253.54,99817.26,54695.38
100180,20230729,127,5,2,8,15,12606.96,189104.4,0.0,189104.4,98795.69
100181,20230628,225,2,25,9,8,576.14,4609.12,0.0,4609.12,2293.14
100182,20241219,220,3,20,1,5,1648.77,8243.85,824.39,7419.46,3804.0
100183,20230502,292,6,18,5,9,8457.66,76118.94,3805.95,72312.99,27744.72
100184,20240822,149,10,9,10,17,4677.47,79516.99,15903.4,63613.59,30907.29
100185,20230715,70,7,2,9,9,11044.9,99404.1,14910.61,84493.49,31716.97
100186,20230929,128,3,23,8,11,1648.77,18136.47,1813.65,16322.82,8198.87
100187,20250315,251,3,19,4,9,1648.77,14838.93,741.95,14096.98,5991.7
100188,20230604,48,7,17,5,9,11044.9,99404.1,9940.41,89463.69,47009.9
100189,20250720,250,6,19,8,1,8457.66,8457.66,1268.65,7189.01,3734.21
100190,20230710,235,11,22,8,12,4866.69,58400.28,8760.04,49640.24,25273.61
100191,20250325,112,7,7,4,16,11044.9,176718.4,0.0,176718.4,91128.15
100192,20241122,281,10,5,7,19,4677.47,88871.93,13330.79,75541.14,38349.27
100193,20230410,24,2,21,4,15,576.14,8642.1,0.0,8642.1,4631.19
100194,20231120,226,8,1,2,14,8152.69,114137.66,0.0,114137.66,55667.03
100195,20230928,155,3,9,10,3,1648.77,4946.31,494.63,4451.68,1781.02
100196,20250131,85,1,13,4,10,7004.72,70047.2,7004.72,63042.48,31587.21
100197,20250529,47,12,4,6,1,1192.37,1192.37,0.0,1192.37,435.92
100198,20240408,266,11,15,1,1,4866.69,4866.69,0.0,4866.69,2037.76
100199,20230904,217,12,5,3,16,1192.37,19077.92,0.0,19077.92,8138.91
100200,20230729,53,6,12,4,10,8457.66,84576.6,0.0,84576.6,42685.14
100201,20230930,74,2,17,7,19,576.14,10946.66,0.0,10946.66,5254.44
100202,20250620,180,12,7,7,5,1192.37,5961.85,894.28,5067.57,2398.05
100203,20250625,112,2,4,4,5,576.14,2880.7,288.07,2592.63,1213.13
100204,20250225,180,7,11,7,5,11044.9,55224.5,0.0,55224.5,26448.34
100205,20240523,284,10,20,9,20,4677.47,93549.4,0.0,93549.4,50353.51
100206,20230224,155,4,17,10,20,4210.9,84218.0,4210.9,80007.1,39969.05
100207,20240828,28,4,16,4,13,4210.9,54741.7,0.0,54741.7,24629.19
100208,20230526,271,1,12,3,11,7004.72,77051.92,0.0,77051.92,40233.65
100209,20250511,188,9,22,1,6,2112.21,12673.26,1267.33,11405.93,6169.36
100210,20230530,9,10,3,9,1,4677.47,4677.47,0.0,4677.47,1674.37
100211,20230504,204,9,10,8,17,2112.21,35907.57,3590.76,32316.81,14048.6
100212,20250403,43,11,18,1,18,4866.69,87600.42,4380.02,83220.4,33745.34
100213,20240926,41,9,7,9,5,2112.21,10561.05,528.05,10033.0,4295.59
100214,20230516,159,12,14,4,8,1192.37,9538.96,0.0,9538.96,3503.11
100215,20250608,60,8,20,2,20,8152.69,163053.8,0.0,163053.8,78790.19
100216,20231226,62,1,23,4,5,7004.72,35023.6,3502.36,31521.24,12065.28
100217,20241211,268,9,24,2,9,2112.21,19009.89,0.0,19009.89,7136.05
100218,20240704,61,1,11,7,14,7004.72,98066.08,0.0,98066.08,35575.86
100219,20230607,255,8,17,3,12,8152.69,97832.28,0.0,97832.28,51055.92
100220,20231208,189,3,9,1,4,1648.77,6595.08,989.26,5605.82,2717.84
100221,20230825,117,12,17,4,1,1192.37,1192.37,0.0,1192.37,623.12
100222,20240515,24,8,12,4,13,8152.69,105984.97,15897.75,90087.22,34754.95
100223,20230314,284,12,24,9,14,1192.37,16693.18,0.0,16693.18,6671.47
100224,20241017,139,2,19,2,12,576.14,6913.68,0.0,6913.68,3350.82
100225,20230418,92,4,17,8,2,4210.9,8421.8,1684.36,6737.44,2450.98
100226,20250810,145,5,11,8,3,12606.96,37820.88,1891.04,35929.84,12632.71
100227,20240215,150,10,10,6,20,4677.47,93549.4,0.0,93549.4,39632.65
100228,20251007,101,12,18,5,8,1192.37,9538.96,0.0,9538.96,5117.46
100229,20230218,120,9,12,9,1,2112.21,2112.21,422.44,1689.77,591.91
100230,20250209,158,2,7,3,17,576.14,9794.38,1958.88,7835.5,3400.32
100231,20230503,73,12,9,2,3,1192.37,3577.11,0.0,3577.11,1417.59
100232,20251130,212,12,12,10,15,1192.37,17885.55,3577.11,14308.44,5250.92
100233,20230715,259,3,21,2,13,1648.77,21434.01,0.0,21434.01,9936.04
100234,20250609,67,4,10,1,9,4210.9,37898.1,5684.71,32213.39,17240.88
100235,20250315,168,6,15,10,9,8457.66,76118.94,0.0,76118.94,41006.11
100236,20231006,300,2,5,8,4,576.14,2304.56,0.0,2304.56,1021.41
100237,20250412,62,9,12,4,7,2112.21,14785.47,739.27,14046.2,6217.82
100238,20230903,47,3,22,6,10,1648.77,16487.7,1648.77,14838.93,7261.81
100239,20230324,111,6,5,7,3,8457.66,25372.98,2537.3,22835.68,12415.3
100240,20250322,263,1,22,10,10,7004.72,70047.2,0.0,70047.2,38395.34
100241,20230305,208,8,18,4,18,8152.69,146748.42,0.0,146748.42,64922.77
100242,20231014,63,1,2,10,8,7004.72,56037.76,0.0,56037.76,28844.58
100243,20250201,44,10,19,1,9,4677.47,42097.23,6314.58,35782.65,13060.58
100244,20230513,102,11,15,2,5,4866.69,24333.45,0.0,24333.45,12640.13
100245,20241110,63,1,15,10,2,7004.72,14009.44,0.0,14009.44,6511.26
100246,20250319,255,1,13,3,14,7004.72,98066.08,0.0,98066.08,38534.4
100247,20240119,141,5,15,4,5,12606.96,63034.8,0.0,63034.8,29868.11
100248,20240518,152,8,14,9,18,8152.69,146748.42,7337.42,139411.0,51239.72
100249,20250223,71,7,7,4,17,11044.9,187763.3,0.0,187763.3,103047.78
100250,20230209,196,12,12,8,16,1192.37,19077.92,953.9,18124.02,8100.28
100251,20251025,165,7,9,10,6,11044.9,66269.4,0.0,66269.4,31108.4
100252,20230302,144,1,16,5,17,7004.72,119080.24,0.0,119080.24,55586.39
100253,20240421,82,2,8,8,8,576.14,4609.12,0.0,4609.12,2365.66
100254,20230425,113,10,13,8,12,4677.47,56129.64,8419.45,47710.19,26159.9
100255,20231222,91,4,19,6,11,4210.9,46319.9,4631.99,41687.91,20407.29
100256,20230227,181,10,19,10,5,4677.47,23387.35,1169.37,22217.98,8612.73
100257,20251005,278,5,6,2,16,12606.96,201711.36,0.0,201711.36,72864.92
100258,20240324,11,9,16,9,1,2112.21,2112.21,0.0,2112.21,998.71
100259,20230925,175,12,6,9,11,1192.37,13116.07,0.0,13116.07,4978.1
100260,20231018,57,9,12,9,3,2112.21,6336.63,0.0,6336.63,3411.54
100261,20250321,52,6,10,3,11,8457.66,93034.26,0.0,93034.26,35492.64
100262,20250613,250,11,11,8,6,4866.69,29200.14,2920.01,26280.13,12151.81
100263,20241231,115,11,19,6,6,4866.69,29200.14,0.0,29200.14,14506.6
100264,20240826,66,3,24,3,1,1648.77,1648.77,247.32,1401.45,756.42
100265,20250312,291,1,6,9,20,7004.72,140094.4,0.0,140094.4,71694.9
100266,20240328,290,2,16,8,5,576.14,2880.7,0.0,2880.7,1053.07
100267,20241211,164,3,21,9,3,1648.77,4946.31,494.63,4451.68,2154.63
100268,20241118,229,1,9,5,7,7004.72,49033.04,0.0,49033.04,17826.4
100269,20240609,56,12,1,2,2,1192.37,2384.74,0.0,2384.74,1184.06
100270,20231207,212,8,13,10,12,8152.69,97832.28,4891.61,92940.67,34414.6
100271,20250908,296,11,25,8,8,4866.69,38933.52,0.0,38933.52,14200.69
100272,20230310,151,1,11,3,9,7004.72,63042.48,12608.5,50433.98,18400.34
100273,20231215,193,3,24,3,3,1648.77,4946.31,247.32,4698.99,2488.7
100274,20230710,174,10,20,7,16,4677.47,74839.52,7483.95,67355.57,29384.86
100275,20231204,223,3,2,10,4,1648.77,6595.08,0.0,6595.08,3593.53
100276,20250418,284,12,24,9,18,1192.37,21462.66,0.0,21462.66,8720.38
100277,20240501,50,1,13,7,19,7004.72,133089.68,6654.48,126435.2,56666.95
100278,20230422,185,1,14,5,3,7004.72,21014.16,0.0,21014.16,10137.32
100279,20250910,103,2,1,10,7,576.14,4032.98,0.0,4032.98,1646.92
100280,20230617,243,2,10,10,13,576.14,7489.82,374.49,7115.33,3763.84
100281,20240626,47,11,18,6,13,4866.69,63266.97,0.0,63266.97,33347.93
100282,20250126,96,8,2,5,9,8152.69,73374.21,3668.71,69705.5,28069.02
100283,20240704,289,1,5,8,4,7004.72,28018.88,0.0,28018.88,11733.14
100284,20250427,117,9,2,4,13,2112.21,27458.73,2745.87,24712.86,10718.62
100285,20250830,294,4,16,2,10,4210.9,42109.0,0.0,42109.0,22341.16
100286,20230313,258,10,17,6,19,4677.47,88871.93,8887.19,79984.74,37917.14
100287,20230904,230,3,6,2,7,1648.77,11541.39,1154.14,10387.25,3897.68
100288,20250517,41,11,14,9,7,4866.69,34066.83,6813.37,27253.46,12957.53
100289,20240612,164,12,3,9,3,1192.37,3577.11,0.0,3577.11,1536.27
100290,20241029,142,9,15,1,1,2112.21,2112.21,211.22,1900.99,902.23
100291,20251206,215,2,14,5,5,576.14,2880.7,0.0,2880.7,1346.98
100292,20230725,55,10,25,4,4,4677.47,18709.88,1870.99,16838.89,8815.08
100293,20241205,211,5,13,10,16,12606.96,201711.36,10085.57,191625.79,85198.61
100294,20231219,142,7,5,1,20,11044.9,220898.0,11044.9,209853.1,102561.98
100295,20230321,203,6,23,7,8,8457.66,67661.28,0.0,67661.28,30112.22
100296,20240704,191,1,11,10,10,7004.72,70047.2,0.0,70047.2,36324.33
100297,20230721,117,3,10,4,15,1648.77,24731.55,2473.16,22258.39,9218.84
100298,20250503,46,4,15,1,7,4210.9,29476.3,4421.44,25054.86,10809.52
100299,20250919,265,6,2,8,17,8457.66,143780.22,14378.02,129402.2,46988.97
100300,20251103,207,3,25,7,17,1648.77,28029.09,4204.36,23824.73,8476.59
100301,20240130,103,1,8,10,2,7004.72,14009.44,700.47,13308.97,7101.75
100302,20240212,141,6,15,4,17,8457.66,143780.22,0.0,143780.22,76867.02
100303,20230304,124,6,16,10,20,8457.66,169153.2,8457.66,160695.54,87113.71
100304,20250829,283,6,12,3,6,8457.66,50745.96,5074.6,45671.36,18347.65
100305,20230705,146,1,13,6,2,7004.72,14009.44,0.0,14009.44,6506.71
100306,20240314,114,11,8,6,7,4866.69,34066.83,0.0,34066.83,14713.51
100307,20230211,5,8,5,10,6,8152.69,48916.14,2445.81,46470.33,16343.28
100308,20240531,157,12,23,8,9,1192.37,10731.33,536.57,10194.76,4335.78
100309,20241215,236,5,7,6,15,12606.96,189104.4,0.0,189104.4,85877.52
100310,20250324,300,2,1,8,17,576.14,9794.38,1958.88,7835.5,4257.0
100311,20250205,288,11,20,8,20,4866.69,97333.8,0.0,97333.8,47390.14
100312,20250913,33,6,9,10,11,8457.66,93034.26,13955.14,79079.12,31807.95
100313,20240903,97,3,17,8,8,1648.77,13190.16,1978.52,11211.64,5730.11
100314,20250407,164,11,5,9,1,4866.69,4866.69,486.67,4380.02,2406.79
100315,20240615,215,7,13,5,2,11044.9,22089.8,1104.49,20985.31,11519.9
100316,20240124,176,12,23,10,8,1192.37,9538.96,953.9,8585.06,4100.76
100317,20250901,184,9,10,9,6,2112.21,12673.26,1267.33,11405.93,5991.52
100318,20240106,151,2,16,3,5,576.14,2880.7,288.07,2592.63,1283.45
100319,20240110,172,11,3,1,8,4866.69,38933.52,0.0,38933.52,19421.67
100320,20240920,216,6,12,3,9,8457.66,76118.94,3805.95,72312.99,32016.73
100321,20230830,241,1,21,1,19,7004.72,133089.68,6654.48,126435.2,59946.84
100322,20250825,100,9,4,8,13,2112.21,27458.73,1372.94,26085.79,11285.27
100323,20231105,71,4,11,4,14,4210.9,58952.6,11790.52,47162.08,24928.41
100324,20250726,74,6,23,7,6,8457.66,50745.96,5074.6,45671.36,20438.67
100325,20231229,161,11,2,7,1,4866.69,4866.69,243.33,4623.36,1811.79
100326,20231212,296,3,16,8,3,1648.77,4946.31,0.0,4946.31,2160.26
100327,20250529,207,7,16,7,13,11044.9,143583.7,0.0,143583.7,65582.79
100328,20250203,8,6,25,10,17,8457.66,143780.22,0.0,143780.22,69783.68
100329,20240524,116,12,12,4,10,1192.37,11923.7,0.0,11923.7,5087.96
100330,20240918,86,2,2,7,10,576.14,5761.4,864.21,4897.19,2160.57
100331,20251201,269,6,14,9,5,8457.66,42288.3,0.0,42288.3,22424.5
100332,20250105,97,3,13,8,1,1648.77,1648.77,0.0,1648.77,816.86
100333,20230926,109,12,1,8,19,1192.37,22655.03,1132.75,21522.28,8062.94
100334,20230318,193,11,9,3,18,4866.69,87600.42,4380.02,83220.4,39012.46
100335,20230409,56,11,1,2,2,4866.69,9733.38,973.34,8760.04,3796.21
100336,20250217,64,9,9,9,16,2112.21,33795.36,3379.54,30415.82,11895.6
