OrderID , order_date,Customer_Key,Product_Key ,Rep,qty,unit_price ,net_amount
100282,2025-01-26,96,8,2,9,8152.69,69705.5
100283,2024-07-04,289,1,5,4,7004.72,28018.88
100284,2025-04-27,117,9,2,13,2112.21,24712.86
100285,2025-08-30,294,4,16,10,4210.9,42109.0
100286,2023-03-13,258,10,17,19,4677.47,79984.74
100287,2023-09-04,230,3,6,7,1648.77,10387.25
100288,2025-05-17,41,11,14,7,4866.69,27253.46
100289,2024-06-12,164,12,3,3,1192.37,3577.11
100290,2024-10-29,142,9,15,1,2112.21,1900.99
100291,2025-12-06,215,2,14,5,576.14,2880.7
100292,2023-07-25,55,10,25,4,4677.47,16838.89
100293,2024-12-05,211,5,13,16,12606.96,191625.79
100294,2023-12-19,142,7,5,20,11044.9,209853.1
100295,2023-03-21,203,6,23,8,8457.66,67661.28
100296,2024-07-04,191,1,11,10,7004.72,70047.2
100297,2023-07-21,117,3,10,15,1648.77,22258.39
100298,2025-05-03,46,4,15,7,4210.9,25054.86
100299,2025-09-19,265,6,2,17,8457.66,129402.2
100300,2025-11-03,207,3,25,17,1648.77,23824.73
100301,2024-01-30,103,1,8,2,7004.72,13308.97
100302,2024-02-12,141,6,15,17,8457.66,143780.22
100303,2023-03-04,124,6,16,20,8457.66,160695.54
100304,2025-08-29,283,6,12,6,8457.66,45671.36
100305,2023-07-05,146,1,13,2,7004.72,14009.44
100306,2024-03-14,114,11,8,7,4866.69,34066.83
100307,2023-02-11,5,8,5,6,8152.69,46470.33
100308,2024-05-31,157,12,23,9,1192.37,10194.76
100309,2024-12-15,236,5,7,15,12606.96,189104.4
100310,2025-03-24,300,2,1,17,576.14,7835.5
100311,2025-02-05,288,11,20,20,4866.69,97333.8
100312,2025-09-13,33,6,9,11,8457.66,79079.12
100313,2024-09-03,97,3,17,8,1648.77,11211.64
100314,2025-04-07,164,11,5,1,4866.69,4380.02
100315,2024-06-15,215,7,13,2,11044.9,20985.31
100316,2024-01-24,176,12,23,8,1192.37,8585.06
100317,2025-09-01,184,9,10,6,2112.21,11405.93
100318,2024-01-06,151,2,16,5,576.14,2592.63
100319,2024-01-10,172,11,3,8,4866.69,38933.52
100320,2024-09-20,216,6,12,9,8457.66,72312.99
100321,2023-08-30,241,1,21,19,7004.72,126435.2
100322,2025-08-25,100,9,4,13,2112.21,26085.79
100323,2023-11-05,71,4,11,14,4210.9,47162.08
100324,2025-07-26,74,6,23,6,8457.66,45671.36
100325,2023-12-29,161,11,2,1,4866.69,4623.36
100326,2023-12-12,296,3,16,3,1648.77,4946.31
100327,2025-05-29,207,7,16,13,11044.9,143583.7
100328,2025-02-03,8,6,25,17,8457.66,143780.22
100329,2024-05-24,116,12,12,10,1192.37,11923.7
100330,2024-09-18,86,2,2,10,576.14,4897.19
100331,2025-12-01,269,6,14,5,8457.66,42288.3
100332,2025-01-05,97,3,13,1,1648.77,1648.77
100333,2023-09-26,109,12,1,19,1192.37,21522.28
100334,2023-03-18,193,11,9,18,4866.69,83220.4
100335,2023-04-09,56,11,1,2,4866.69,8760.04
100336,2025-02-17,64,9,9,16,2112.21,30415.82
100337,2023-01-20,155,7,22,4,11044.9,39761.64
100338,2023-10-08,215,2,17,20,576.14,11522.8
100339,2023-08-06,255,4,20,7,4210.9,26528.67
100340,2024-02-18,184,12,14,10,1192.37,11923.7
100341,2024-03-01,247,6,8,1,8457.66,8457.66
100342,2023-08-15,294,11,16,5,4866.69,20683.43
100343,2023-06-03,52,5,21,8,12606.96,95812.9
100344,2024-06-24,238,1,4,6,7004.72,35724.07
100345,2025-01-07,161,7,24,4,11044.9,44179.6
100346,2023-04-04,5,3,22,6,1648.77,9892.62
100347,2024-07-03,48,6,11,6,8457.66,50745.96
100348,2025-07-23,140,7,23,16,11044.9,159046.56
100349,2023-12-08,58,3,23,2,1648.77,2638.03
100350,2023-08-01,214,10,16,19,4677.47,79984.74
100351,2025-02-16,184,10,1,5,4677.47,22217.98
100352,2025-04-22,226,1,3,9,7004.72,56738.23
100353,2025-12-10,296,12,19,8,1192.37,7631.17
100354,2024-11-23,266,9,23,20,2112.21,42244.2
100355,2024-05-24,247,6,22,13,8457.66,109949.58
100356,2023-04-22,6,11,6,17,4866.69,74460.36
100357,2023-12-05,39,8,11,8,8152.69,65221.52
100358,2025-11-04,115,9,21,13,2112.21,26085.79
100359,2025-07-29,228,10,15,3,4677.47,11927.55
100360,2023-09-01,255,12,21,1,1192.37,1192.37
100361,2023-01-01,47,10,20,10,4677.47,39758.5
100362,2025-07-23,175,6,2,8,8457.66,60895.15
100363,2025-08-26,187,12,15,4,1192.37,4769.48
100364,2023-01-05,175,6,21,10,8457.66,80347.77
100365,2023-08-06,24,3,16,5,1648.77,7419.46
100366,2025-04-18,55,5,20,7,12606.96,88248.72
100367,2025-03-15,111,8,7,11,8152.69,89679.59
100368,2023-09-10,231,8,22,19,8152.69,123920.89
100369,2025-10-18,3,9,24,2,2112.21,4013.2
100370,2025-09-16,261,3,23,19,1648.77,31326.63
100371,2023-08-01,199,11,20,20,4866.69,82733.73
100372,2025-02-26,215,10,23,8,4677.47,37419.76
100373,2024-08-25,232,3,5,14,1648.77,21928.64
100374,2025-11-15,154,12,18,11,1192.37,11804.46
100375,2024-03-21,103,4,20,10,4210.9,37898.1
100376,2023-09-29,92,9,18,11,2112.21,20910.88
100377,2025-09-10,299,10,22,14,4677.47,58936.12
100378,2025-12-29,147,7,1,17,11044.9,187763.3
100379,2023-04-19,29,4,9,6,4210.9,20212.32
100380,2023-10-27,32,12,10,7,1192.37,7511.93
100381,2025-07-15,53,10,22,18,4677.47,71565.29
100382,2025-03-07,122,9,23,10,2112.21,19009.89
100383,2025-02-20,199,7,22,11,11044.9,97195.12
100384,2024-05-29,104,10,25,15,4677.47,63145.84
100385,2025-01-23,280,12,20,7,1192.37,7511.93
100386,2024-08-25,230,3,22,3,1648.77,4946.31
100387,2025-11-18,62,7,2,14,11044.9,154628.6
100388,2023-11-26,300,5,1,11,12606.96,131742.73
100389,2023-03-23,79,6,20,2,8457.66,15223.79
100390,2024-09-08,252,10,18,12,4677.47,56129.64
100391,2025-12-12,113,3,17,3,1648.77,4451.68
100392,2025-04-06,48,6,8,7,8457.66,53283.26
100393,2024-08-24,112,10,17,16,4677.47,59871.62
100394,2023-01-19,59,11,12,15,4866.69,73000.35
100395,2024-05-14,21,11,11,13,4866.69,53776.92
100396,2025-03-01,132,9,24,10,2112.21,21122.1
100397,2025-02-06,264,9,15,16,2112.21,33795.36
100398,2024-01-30,165,9,3,4,2112.21,8448.84
100399,2025-12-28,4,11,3,7,4866.69,30660.15
100400,2025-05-18,54,4,18,14,4210.9,56004.97
100401,2023-11-11,13,8,23,11,8152.69,89679.59
100402,2023-12-31,129,9,3,19,2112.21,36118.79
100403,2025-04-14,199,8,21,13,8152.69,100685.72
100404,2023-08-31,274,1,21,20,7004.72,140094.4
100405,2023-04-04,38,6,17,4,8457.66,33830.64
100406,2023-06-27,145,8,13,13,8152.69,95386.47
100407,2023-11-17,274,4,5,13,4210.9,49267.53
100408,2024-08-27,74,5,22,12,12606.96,121026.82
100409,2023-10-17,64,1,1,19,7004.72,126435.2
100410,2023-06-24,157,4,24,12,4210.9,50530.8
100411,2025-11-15,73,3,6,8,1648.77,12530.65
100412,2023-08-23,93,11,19,2,4866.69,8273.37
100413,2025-08-02,282,2,10,3,576.14,1728.42
100414,2025-09-24,170,6,5,8,8457.66,67661.28
100415,2024-02-01,163,8,15,11,8152.69,85195.61
100416,2023-11-09,290,10,12,11,4677.47,41161.74
100417,2024-10-03,127,4,23,14,4210.9,58952.6
100418,2024-11-10,246,8,15,12,8152.69,88049.05
100419,2023-08-11,90,11,20,3,4866.69,13140.06
100420,2023-10-14,276,4,9,3,4210.9,11369.43
100421,2025-11-04,16,10,19,13,4677.47,54726.4
100422,2023-03-17,283,5,18,18,12606.96,215579.02
100423,2025-01-19,201,4,25,19,4210.9,72006.39
100424,2025-08-09,257,9,3,13,2112.21,27458.73
100425,2024-05-04,85,9,5,15,2112.21,31683.15
100426,2023-10-27,248,6,2,8,8457.66,60895.15
100427,2024-06-25,190,4,2,7,4210.9,28002.48
100428,2025-03-05,241,8,2,2,8152.69,13044.3
100429,2025-12-03,141,12,9,19,1192.37,21522.28
100430,2025-02-14,188,10,21,3,4677.47,13330.79
100431,2024-04-01,265,7,12,12,11044.9,125911.86
100432,2023-01-14,257,3,15,6,1648.77,9892.62
100433,2024-07-29,109,3,6,6,1648.77,9892.62
100434,2023-08-31,118,7,11,4,11044.9,41970.62
100435,2024-03-07,83,11,14,1,4866.69,4866.69
100436,2023-11-26,69,11,17,2,4866.69,8273.37
100437,2023-12-07,133,3,17,13,1648.77,20362.31
100438,2023-02-08,146,2,7,15,576.14,8209.99
100439,2025-09-13,88,4,14,20,4210.9,84218.0
100440,2024-01-08,262,5,6,11,12606.96,117875.08
100441,2023-05-21,118,7,13,5,11044.9,55224.5
100442,2025-10-29,215,3,20,4,1648.77,6595.08
100443,2023-03-21,273,9,25,4,2112.21,8448.84
100444,2023-01-03,221,9,14,12,2112.21,21544.54
100445,2025-05-28,118,8,25,13,8152.69,105984.97
100446,2023-07-20,218,3,9,16,1648.77,23742.29
100447,2023-06-21,146,10,18,14,4677.47,65484.58
100448,2023-01-15,296,9,4,17,2112.21,35907.57
100449,2024-10-08,210,6,4,5,8457.66,40173.88
100450,2024-06-19,275,7,19,12,11044.9,125911.86
100451,2025-03-24,105,7,18,18,11044.9,188867.79
100452,2025-09-17,130,5,19,12,12606.96,136155.17
100453,2023-10-10,61,12,8,15,1192.37,16096.99
100454,2023-07-25,110,9,13,11,2112.21,20910.88
100455,2023-04-17,83,7,21,1,11044.9,9940.41
100456,2025-08-23,223,2,3,9,576.14,5185.26
100457,2023-03-19,197,7,20,17,11044.9,187763.3
100458,2023-04-28,90,11,16,15,4866.69,73000.35
100459,2025-11-27,147,4,2,20,4210.9,80007.1
100460,2023-12-14,19,6,8,1,8457.66,6766.13
100461,2024-07-19,205,6,22,13,8457.66,104452.1
100462,2023-02-01,36,2,18,10,576.14,5185.26
100463,2024-12-13,178,5,8,20,12606.96,201711.36
100464,2025-04-07,295,1,9,6,7004.72,39926.9
100465,2023-05-29,258,5,11,4,12606.96,45385.06
100466,2024-05-27,227,7,19,16,11044.9,159046.56
100467,2025-07-28,236,10,1,16,4677.47,74839.52
100468,2024-03-27,118,6,14,12,8457.66,96417.32
100469,2024-06-23,128,5,3,13,12606.96,147501.43
100470,2023-06-05,284,3,16,11,1648.77,18136.47
100471,2024-07-05,94,12,22,7,1192.37,7929.26
100472,2024-05-10,136,4,8,7,4210.9,26528.67
100473,2024-12-30,80,2,4,3,576.14,1555.58
100474,2023-01-14,278,1,16,12,7004.72,79853.81
100475,2024-07-16,252,3,25,17,1648.77,28029.09
100476,2023-09-20,28,9,14,16,2112.21,28726.06
100477,2024-12-12,202,11,25,6,4866.69,27740.13
100478,2025-11-27,236,6,23,1,8457.66,8457.66
100479,2023-07-26,167,6,20,9,8457.66,76118.94
100480,2024-07-05,242,10,11,12,4677.47,56129.64
100481,2025-05-08,191,6,13,9,8457.66,72312.99
100482,2024-04-13,52,12,9,8,1192.37,9062.01
100483,2024-02-06,75,12,5,16,1192.37,17170.13
100484,2025-10-20,69,11,17,18,4866.69,78840.38
100485,2024-09-06,129,9,19,2,2112.21,4224.42
100486,2023-05-03,111,5,16,4,12606.96,47906.45
100487,2025-01-09,185,9,18,9,2112.21,19009.89
100488,2024-12-20,102,10,19,18,4677.47,84194.46
100489,2024-12-28,167,11,17,16,4866.69,70080.34
100490,2023-06-10,196,10,10,15,4677.47,66653.95
100491,2023-12-10,173,7,21,20,11044.9,209853.1
100492,2023-05-27,41,3,11,8,1648.77,13190.16
100493,2024-07-01,203,5,15,12,12606.96,136155.17
100494,2025-07-11,212,3,6,1,1648.77,1648.77
100495,2024-05-30,41,4,6,13,4210.9,54741.7
100496,2025-08-27,281,1,1,13,7004.72,86508.29
100497,2023-08-01,135,10,5,3,4677.47,12629.17
100498,2024-09-25,118,4,24,10,4210.9,40003.55
